Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Memory and resource leak defects and their repairs in Java projects","Empirical Software Engineering","","25","1","10.1007/s10664-019-09731-8","Mohammadreza GhanavatiDiego CostaJanos SeboekDavid LoArtur Andrzejak","2020","http://link.springer.com/article/10.1007/s10664-019-09731-8","Article"
"Analysis of adversary activities using cloud-based web services to enhance cyber threat intelligence","Service Oriented Computing and Applications","","14","3","10.1007/s11761-019-00285-7","Hamad Al-MohannadiIrfan AwanJassim Al Hamar","2020","http://link.springer.com/article/10.1007/s11761-019-00285-7","Article"
"Behavioral interfaces for executable DSLs","Software and Systems Modeling","","19","4","10.1007/s10270-020-00798-2","Dorian LeroyErwan BousseManuel WimmerTanja MayerhoferBenoit CombemaleWieland Schwinger","2020","http://link.springer.com/article/10.1007/s10270-020-00798-2","Article"
"Ammonia: an approach for deriving project-specific bug patterns","Empirical Software Engineering","","25","3","10.1007/s10664-020-09807-w","Yoshiki HigoShinpei HayashiHideaki HataMeiyappan Nagappan","2020","http://link.springer.com/article/10.1007/s10664-020-09807-w","Article"
"Forensic Investigation of Google Assistant","SN Computer Science","","1","5","10.1007/s42979-020-00285-x","Alex AkinbiThomas Berry","2020","http://link.springer.com/article/10.1007/s42979-020-00285-x","Article"
"ALFAA: Active Learning Fingerprint based Anti-Aliasing for correcting developer identity errors in version control systems","Empirical Software Engineering","","25","2","10.1007/s10664-019-09786-7","Sadika AmreenAudris MockusRussell ZaretzkiChristopher BogartYuxia Zhang","2020","http://link.springer.com/article/10.1007/s10664-019-09786-7","Article"
"Software-Defined Dew, Roof, Fog and Cloud (SD-DRFC) Framework for IoT Ecosystem: The Journey, Novel Framework Architecture, Simulation, and Use Cases","SN Computer Science","","2","3","10.1007/s42979-021-00521-y","Ishtiaq AhammadMd. Ashikur Rahman KhanZayed Us Salehin","2021","http://link.springer.com/article/10.1007/s42979-021-00521-y","Article"
"Integrating security and privacy in software development","Software Quality Journal","","28","3","10.1007/s11219-020-09501-6","Maria Teresa BaldassarreVita Santa BarlettaDanilo CaivanoMichele Scalera","2020","http://link.springer.com/article/10.1007/s11219-020-09501-6","Article"
"SMBFL: slice-based cost reduction of mutation-based fault localization","Empirical Software Engineering","","25","5","10.1007/s10664-020-09845-4","Nazanin Bayati ChaleshtariSaeed Parsa","2020","http://link.springer.com/article/10.1007/s10664-020-09845-4","Article"
"What am I testing and where? Comparing testing procedures based on lightweight requirements annotations","Empirical Software Engineering","","25","4","10.1007/s10664-020-09815-w","Florian PudlitzFlorian BrokhausenAndreas Vogelsang","2020","http://link.springer.com/article/10.1007/s10664-020-09815-w","Article"
"Deriving a usage-independent software quality metric","Empirical Software Engineering","","25","2","10.1007/s10664-019-09791-w","Tapajit DeyAudris Mockus","2020","http://link.springer.com/article/10.1007/s10664-019-09791-w","Article"
"How does code readability change during software evolution?","Empirical Software Engineering","","25","6","10.1007/s10664-020-09886-9","Valentina PiantadosiFabiana FierroSimone ScalabrinoAlexander SerebrenikRocco Oliveto","2020","http://link.springer.com/article/10.1007/s10664-020-09886-9","Article"
"A Fast Algorithm for Classifying Seismic Events Using Distributed Computations in Apache Spark Framework","Programming and Computer Software","","46","1","10.1134/S0361768820010053","S. E. PopovR. Yu. Zamaraev","2020","http://link.springer.com/article/10.1134/S0361768820010053","Article"
"Using black-box performance models to detect performance regressions under varying workloads: an empirical study","Empirical Software Engineering","","25","5","10.1007/s10664-020-09866-z","Lizhi LiaoJinfu ChenHeng LiYi ZengWeiyi ShangJianmei GuoCatalin SporeaAndrei TomaSarah Sajedi","2020","http://link.springer.com/article/10.1007/s10664-020-09866-z","Article"
"Learning actionable analytics from multiple software projects","Empirical Software Engineering","","25","5","10.1007/s10664-020-09843-6","Rahul KrishnaTim Menzies","2020","http://link.springer.com/article/10.1007/s10664-020-09843-6","Article"
"A taxonomy for classifying runtime verification tools","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00609-z","Yliès FalconeSrđan KrstićGiles RegerDmitriy Traytel","2021","http://link.springer.com/article/10.1007/s10009-021-00609-z","Article"
"Interaction-based creation and maintenance of continuously usable trace links between requirements and source code","Empirical Software Engineering","","25","5","10.1007/s10664-020-09831-w","Paul HübnerBarbara Paech","2020","http://link.springer.com/article/10.1007/s10664-020-09831-w","Article"
"A Comparative Survey of Big Data Computing and HPC: From a Parallel Programming Model to a Cluster Architecture","International Journal of Parallel Programming","","","","10.1007/s10766-021-00717-y","Fei YinFeng Shi","2021","http://link.springer.com/article/10.1007/s10766-021-00717-y","Article"
"Multi-level host-based intrusion detection system for Internet of things","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00206-6","Robin GassaisNaser Ezzati-JivanJose M. FernandezDaniel AloiseMichel R. Dagenais","2020","http://link.springer.com/article/10.1186/s13677-020-00206-6","Article"
"Invalid bug reports complicate the software aging situation","Software Quality Journal","","28","1","10.1007/s11219-019-09481-2","Xiaoxue WuWei ZhengMinchao PuJie ChenDejun Mu","2020","http://link.springer.com/article/10.1007/s11219-019-09481-2","Article"
"Interface protocol inference to aid understanding legacy software components","Software and Systems Modeling","","19","6","10.1007/s10270-020-00809-2","Kousar AslamLoek CleophasRamon SchiffelersMark van den Brand","2020","http://link.springer.com/article/10.1007/s10270-020-00809-2","Article"
"Model-based testing of autonomous robots using TestIt","Journal of Reliable Intelligent Environments","","6","1","10.1007/s40860-019-00095-w","Gert KanterJüri Vain","2020","http://link.springer.com/article/10.1007/s40860-019-00095-w","Article"
"A Survey on Cloud Computing Simulation and Modeling","SN Computer Science","","1","5","10.1007/s42979-020-00273-1","Ilyas Bambrik","2020","http://link.springer.com/article/10.1007/s42979-020-00273-1","Article"
"The Log Skeleton Visualizer in ProM 6.9","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00618-y","H. M. W. Verbeek","2021","http://link.springer.com/article/10.1007/s10009-021-00618-y","Article"
"Characterizing the transfer of program comprehension in onboarding: an information-push perspective","Empirical Software Engineering","","25","1","10.1007/s10664-019-09741-6","Rebecca YatesNorah PowerJim Buckley","2020","http://link.springer.com/article/10.1007/s10664-019-09741-6","Article"
"Lossless compaction of model execution traces","Software and Systems Modeling","","19","1","10.1007/s10270-019-00737-w","Fazilat HojajiBahman ZamaniAbdelwahab Hamou-LhadjTanja MayerhoferErwan Bousse","2020","http://link.springer.com/article/10.1007/s10270-019-00737-w","Article"
"An empirical investigation of performance overhead in cross-platform mobile development frameworks","Empirical Software Engineering","","25","4","10.1007/s10664-020-09827-6","Andreas Biørn-HansenChristoph RiegerTor-Morten GrønliTim A. MajchrzakGheorghita Ghinea","2020","http://link.springer.com/article/10.1007/s10664-020-09827-6","Article"
"A benchmark-based evaluation of search-based crash reproduction","Empirical Software Engineering","","25","1","10.1007/s10664-019-09762-1","Mozhan SoltaniPouria DerakhshanfarXavier DevroeyArie van Deursen","2020","http://link.springer.com/article/10.1007/s10664-019-09762-1","Article"
"Reproducible execution of POSIX programs with DiOS","Software and Systems Modeling","","20","2","10.1007/s10270-020-00837-y","Petr RočkaiZuzana BaranováJan MrázekKatarína KejstováJiříí Barnat","2021","http://link.springer.com/article/10.1007/s10270-020-00837-y","Article"
"Big data in cybersecurity: a survey of applications and future trends","Journal of Reliable Intelligent Environments","","7","2","10.1007/s40860-020-00120-3","Mohammed M. Alani","2021","http://link.springer.com/article/10.1007/s40860-020-00120-3","Article"
"Testing cockpit display systems of aircraft using a model-based approach","Software and Systems Modeling","","","","10.1007/s10270-020-00844-z","Hassan SartajMuhammad Zohaib IqbalMuhammad Uzair Khan","2021","http://link.springer.com/article/10.1007/s10270-020-00844-z","Article"
"A Methodology for Runtime Detection and Extraction of Threat Patterns","SN Computer Science","","1","5","10.1007/s42979-020-00226-8","Christos BellasAthanasios NaskosGeorgia KougkaGeorge VlahavasAnastasios GounarisAthena VakaliApostolos PapadopoulosEvmorfia BiliriNefeli BountouniGustavo Gonzalez Granadillo","2020","http://link.springer.com/article/10.1007/s42979-020-00226-8","Article"
"Validation and real-life demonstration of ETCS hybrid level 3 principles using a formal B model","International Journal on Software Tools for Technology Transfer","","22","3","10.1007/s10009-020-00551-6","Dominik HansenMichael LeuschelPhilipp KörnerSebastian KringsThomas NaulinNader NayeriDavid SchneiderFrank Skowron","2020","http://link.springer.com/article/10.1007/s10009-020-00551-6","Article"
"Learning lenient parsing & typing via indirect supervision","Empirical Software Engineering","","26","2","10.1007/s10664-021-09942-y","Toufique AhmedPremkumar DevanbuVincent J Hellendoorn","2021","http://link.springer.com/article/10.1007/s10664-021-09942-y","Article"
"Cooperative Smartphone Tracking System: Software Design and Implementation","SN Computer Science","","1","6","10.1007/s42979-020-00369-8","Yousef AliUthman Baroudi","2020","http://link.springer.com/article/10.1007/s42979-020-00369-8","Article"
"FixMiner: Mining relevant fix patterns for automated program repair","Empirical Software Engineering","","25","3","10.1007/s10664-019-09780-z","Anil KoyuncuKui LiuTegawendé F. BissyandéDongsun KimJacques KleinMartin MonperrusYves Le Traon","2020","http://link.springer.com/article/10.1007/s10664-019-09780-z","Article"
"Extending symbolic execution for automated testing of stored procedures","Software Quality Journal","","28","2","10.1007/s11219-019-09453-6","Maryam Abdul GhafoorMuhammad Suleman MahmoodJunaid Haroon Siddiqui","2020","http://link.springer.com/article/10.1007/s11219-019-09453-6","Article"
"Optimization framework for DFG-based automated process discovery approaches","Software and Systems Modeling","","","","10.1007/s10270-020-00846-x","Adriano AugustoMarlon DumasMarcello La RosaSander J. J. LeemansSeppe K. L. M. vanden Broucke","2021","http://link.springer.com/article/10.1007/s10270-020-00846-x","Article"
"A public unified bug dataset for java and its assessment regarding metrics and bug prediction","Software Quality Journal","","28","4","10.1007/s11219-020-09515-0","Rudolf FerencZoltán TóthGergely LadányiIstván SiketTibor Gyimóthy","2020","http://link.springer.com/article/10.1007/s11219-020-09515-0","Article"
"What makes a popular academic AI repository?","Empirical Software Engineering","","26","1","10.1007/s10664-020-09916-6","Yuanrui FanXin XiaDavid LoAhmed E. HassanShanping Li","2021","http://link.springer.com/article/10.1007/s10664-020-09916-6","Article"
"Assessing data cybersecurity using ISO/IEC 25012","Software Quality Journal","","28","3","10.1007/s11219-019-09494-x","Javier VerdugoMoisés Rodríguez","2020","http://link.springer.com/article/10.1007/s11219-019-09494-x","Article"
"Building orchestrated microservice systems using declarative business processes","Service Oriented Computing and Applications","","14","4","10.1007/s11761-020-00300-2","Davi MonteiroPaulo Henrique M. MaiaLincoln S. RochaNabor C. Mendonça","2020","http://link.springer.com/article/10.1007/s11761-020-00300-2","Article"
"IoT-enabled directed acyclic graph in spark cluster","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00195-6","Jahwan KooNawab Muhammad Faseeh QureshiIsma Farah SiddiquiAsad AbbasAli Kashif Bashir","2020","http://link.springer.com/article/10.1186/s13677-020-00195-6","Article"
"Extracting safe thread schedules from incomplete model checking results","International Journal on Software Tools for Technology Transfer","","22","5","10.1007/s10009-020-00575-y","Patrick MetzlerNeeraj SuriGeorg Weissenbacher","2020","http://link.springer.com/article/10.1007/s10009-020-00575-y","Article"
"Empirical assessment of the effort needed to attack programs protected with client/server code splitting","Empirical Software Engineering","","25","1","10.1007/s10664-019-09738-1","Alessio ViticchiéLeonardo ReganoCataldo BasileMarco TorchianoMariano CeccatoPaolo Tonella","2020","http://link.springer.com/article/10.1007/s10664-019-09738-1","Article"
"Code cloning in smart contracts: a case study on verified contracts from the Ethereum blockchain platform","Empirical Software Engineering","","25","6","10.1007/s10664-020-09852-5","Masanari KondoGustavo A. OlivaZhen Ming (Jack) JiangAhmed E. HassanOsamu Mizuno","2020","http://link.springer.com/article/10.1007/s10664-020-09852-5","Article"
"A Timed-Value Stream Based ESL Timing and Power Estimation and Simulation Framework for Heterogeneous MPSoCs","International Journal of Parallel Programming","","48","6","10.1007/s10766-020-00656-0","Kim GrüttnerPhilipp A. HartmannTiemo FandreyKai HyllaDaniel LorenzStefan Hauck-StattelmannBjörn SanderOliver BringmannWolfgang NebelWolfgang Rosenstiel","2020","http://link.springer.com/article/10.1007/s10766-020-00656-0","Article"
"Are datasets for information retrieval-based bug localization techniques trustworthy?","Empirical Software Engineering","","26","3","10.1007/s10664-021-09946-8","Misoo KimEunseok Lee","2021","http://link.springer.com/article/10.1007/s10664-021-09946-8","Article"
"Spectra: a specification language for reactive systems","Software and Systems Modeling","","","","10.1007/s10270-021-00868-z","Shahar MaozJan Oliver Ringert","2021","http://link.springer.com/article/10.1007/s10270-021-00868-z","Article"
"A comprehensive study of bloated dependencies in the Maven ecosystem","Empirical Software Engineering","","26","3","10.1007/s10664-020-09914-8","César Soto-ValeroNicolas HarrandMartin MonperrusBenoit Baudry","2021","http://link.springer.com/article/10.1007/s10664-020-09914-8","Article"
"Software provenance tracking at the scale of public source code","Empirical Software Engineering","","25","4","10.1007/s10664-020-09828-5","Guillaume RousseauRoberto Di CosmoStefano Zacchiroli","2020","http://link.springer.com/article/10.1007/s10664-020-09828-5","Article"
"A comprehensive study on software aging across android versions and vendors","Empirical Software Engineering","","25","5","10.1007/s10664-020-09838-3","Domenico CotroneoAntonio Ken IannilloRoberto NatellaRoberto Pietrantuono","2020","http://link.springer.com/article/10.1007/s10664-020-09838-3","Article"
"An exploratory study on the introduction and removal of different types of technical debt in deep learning frameworks","Empirical Software Engineering","","26","2","10.1007/s10664-020-09917-5","Jiakun LiuQiao HuangXin XiaEmad ShihabDavid LoShanping Li","2021","http://link.springer.com/article/10.1007/s10664-020-09917-5","Article"
"Development of recommendation systems for software engineering: the CROSSMINER experience","Empirical Software Engineering","","26","4","10.1007/s10664-021-09963-7","Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei","2021","http://link.springer.com/article/10.1007/s10664-021-09963-7","Article"
"Machine learning techniques for software testing effort prediction","Software Quality Journal","","","","10.1007/s11219-020-09545-8","Cuauhtémoc López-Martín","2021","http://link.springer.com/article/10.1007/s11219-020-09545-8","Article"
"Empirical evaluation of CMMN models: a collaborative process case study","Software and Systems Modeling","","19","6","10.1007/s10270-020-00802-9","Ioannis RoutisMara NikolaidouDimosthenis Anagnostopoulos","2020","http://link.springer.com/article/10.1007/s10270-020-00802-9","Article"
"PHANTOM: Curating GitHub for engineered software projects using time-series clustering","Empirical Software Engineering","","25","4","10.1007/s10664-020-09825-8","Peter PickerillHeiko Joshua JungenMirosław OchodekMichał MaćkowiakMiroslaw Staron","2020","http://link.springer.com/article/10.1007/s10664-020-09825-8","Article"
"Adding concurrency to smart contracts","Distributed Computing","","33","3 - 4","10.1007/s00446-019-00357-z","Thomas DickersonPaul GazzilloMaurice HerlihyEric Koskinen","2020","http://link.springer.com/article/10.1007/s00446-019-00357-z","Article"
"A distributed architecture for hospital management systems with synchronized EHR","CSI Transactions on ICT","","8","3","10.1007/s40012-020-00301-8","Sumit SomanPriyesh RanjanP. K. Srivastava","2020","http://link.springer.com/article/10.1007/s40012-020-00301-8","Article"
"Specification-driven predictive business process monitoring","Software and Systems Modeling","","19","6","10.1007/s10270-019-00761-w","Ario SantosoMichael Felderer","2020","http://link.springer.com/article/10.1007/s10270-019-00761-w","Article"
"Security analysis of permission re-delegation vulnerabilities in Android apps","Empirical Software Engineering","","25","6","10.1007/s10664-020-09879-8","Biniam Fisseha DemissieMariano CeccatoLwin Khin Shar","2020","http://link.springer.com/article/10.1007/s10664-020-09879-8","Article"
"The impact of context metrics on just-in-time defect prediction","Empirical Software Engineering","","25","1","10.1007/s10664-019-09736-3","Masanari KondoDaniel M. GermanOsamu MizunoEun-Hye Choi","2020","http://link.springer.com/article/10.1007/s10664-019-09736-3","Article"
"Locating faults with program slicing: an empirical analysis","Empirical Software Engineering","","26","3","10.1007/s10664-020-09931-7","Ezekiel SoremekunLukas KirschnerMarcel BöhmeAndreas Zeller","2021","http://link.springer.com/article/10.1007/s10664-020-09931-7","Article"
"Model-based test case generation from UML sequence diagrams using extended finite state machines","Software Quality Journal","","","","10.1007/s11219-020-09531-0","Mauricio RochaAdenilso SimãoThiago Sousa","2021","http://link.springer.com/article/10.1007/s11219-020-09531-0","Article"
"Automated test reuse for highly configurable software","Empirical Software Engineering","","25","6","10.1007/s10664-020-09884-x","Stefan FischerGabriela Karoline MichelonRudolf RamlerLukas LinsbauerAlexander Egyed","2020","http://link.springer.com/article/10.1007/s10664-020-09884-x","Article"
"Time-space trade-offs in population protocols for the majority problem","Distributed Computing","","34","2","10.1007/s00446-020-00385-0","Petra BerenbrinkRobert ElsässerTom FriedetzkyDominik KaaserPeter KlingTomasz Radzik","2021","http://link.springer.com/article/10.1007/s00446-020-00385-0","Article"
"Web Similarity in Sets of Search Terms Using Database Queries","SN Computer Science","","1","3","10.1007/s42979-020-00148-5","Andrew R. CohenPaul M. B. Vitányi","2020","http://link.springer.com/article/10.1007/s42979-020-00148-5","Article"
"Automatic team recommendation for collaborative software development","Empirical Software Engineering","","26","4","10.1007/s10664-021-09966-4","Suppawong TuarobNoppadol AssavakamhaenghanWaralee TanaphantarukPonlakit SuwanworaboonSaeed-Ul HassanMorakot Choetkiertikul","2021","http://link.springer.com/article/10.1007/s10664-021-09966-4","Article"
"Testing adaptation policies for software components","Software Quality Journal","","28","3","10.1007/s11219-019-09487-w","Frédéric DadeauJean-Philippe GrosOlga Kouchnarenko","2020","http://link.springer.com/article/10.1007/s11219-019-09487-w","Article"
"The minimum ratio of preserving the dataset similarity in resampling: (1 − 1/e)","International Journal of Information Technology","","12","1","10.1007/s41870-019-00316-8","Faruk Bulut","2020","http://link.springer.com/article/10.1007/s41870-019-00316-8","Article"
"Empirical assessment of generating adversarial configurations for software product lines","Empirical Software Engineering","","26","1","10.1007/s10664-020-09915-7","Paul TempleGilles PerrouinMathieu AcherBattista BiggioJean-Marc JézéquelFabio Roli","2021","http://link.springer.com/article/10.1007/s10664-020-09915-7","Article"
"Language-independent look-ahead for checking multi-perspective declarative process models","Software and Systems Modeling","","","","10.1007/s10270-020-00857-8","Martin KäppelLars AckermannStefan SchönigStefan Jablonski","2021","http://link.springer.com/article/10.1007/s10270-020-00857-8","Article"
"BAT.jl: A Julia-Based Tool for Bayesian Inference","SN Computer Science","","2","3","10.1007/s42979-021-00626-4","Oliver SchulzFrederik BeaujeanAllen CaldwellCornelius GrunwaldVasyl HafychKevin KröningerSalvatore La CagninaLars RöhrigLolian Shtembari","2021","http://link.springer.com/article/10.1007/s42979-021-00626-4","Article"
"Practical relevance of software engineering research: synthesizing the community’s voice","Empirical Software Engineering","","25","3","10.1007/s10664-020-09803-0","Vahid GarousiMarkus BorgMarkku Oivo","2020","http://link.springer.com/article/10.1007/s10664-020-09803-0","Article"
"The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems","Empirical Software Engineering","","26","2","10.1007/s10664-020-09891-y","Fabiano PecorelliFabio PalombaAndrea De Lucia","2021","http://link.springer.com/article/10.1007/s10664-020-09891-y","Article"
"The RedBlue family of universal constructions","Distributed Computing","","33","6","10.1007/s00446-020-00370-7","Panagiota FatourouNikolaos D. Kallimanis","2020","http://link.springer.com/article/10.1007/s00446-020-00370-7","Article"
"Using machine learning to assist with the selection of security controls during security assessment","Empirical Software Engineering","","25","4","10.1007/s10664-020-09814-x","Seifeddine BettaiebSeung Yeob ShinMehrdad SabetzadehLionel C. BriandMichael GarceauAntoine Meyers","2020","http://link.springer.com/article/10.1007/s10664-020-09814-x","Article"
"On the relationship between bug reports and queries for text retrieval-based bug localization","Empirical Software Engineering","","25","5","10.1007/s10664-020-09823-w","Chris MillsEsteban ParraJevgenija PantiuchinaGabriele BavotaSonia Haiduc","2020","http://link.springer.com/article/10.1007/s10664-020-09823-w","Article"
"Automated end-to-end management of the modeling lifecycle in deep learning","Empirical Software Engineering","","26","2","10.1007/s10664-020-09894-9","Gharib GharibiVijay WalunjRaju NekadiRaj MarriYugyung Lee","2021","http://link.springer.com/article/10.1007/s10664-020-09894-9","Article"
"Codes of conduct in Open Source Software—for warm and fuzzy feelings or equality in community?","Software Quality Journal","","","","10.1007/s11219-020-09543-w","Vandana SinghBrice BongiovanniWilliam Brandon","2021","http://link.springer.com/article/10.1007/s11219-020-09543-w","Article"
"Unleashing textual descriptions of business processes","Software and Systems Modeling","","","","10.1007/s10270-021-00886-x","Josep Sànchez-FerreresAndrea BurattinJosep CarmonaMarco MontaliLluís PadróLuís Quishpi","2021","http://link.springer.com/article/10.1007/s10270-021-00886-x","Article"
"Scalable model views over heterogeneous modeling technologies and resources","Software and Systems Modeling","","19","4","10.1007/s10270-020-00794-6","Hugo BruneliereFlorent Marchand de KerchoveGwendal DanielSina MadaniDimitris KolovosJordi Cabot","2020","http://link.springer.com/article/10.1007/s10270-020-00794-6","Article"
"A first look at Android applications in Google Play related to COVID-19","Empirical Software Engineering","","26","4","10.1007/s10664-021-09943-x","Jordan SamhiKevin AllixTegawendé F. BissyandéJacques Klein","2021","http://link.springer.com/article/10.1007/s10664-021-09943-x","Article"
"Bringing runtime verification home: a case study on the hierarchical monitoring of smart homes using decentralized specifications","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00614-2","Antoine El-HokayemYliès Falcone","2021","http://link.springer.com/article/10.1007/s10009-021-00614-2","Article"
"Automated demarcation of requirements in textual specifications: a machine learning-based approach","Empirical Software Engineering","","25","6","10.1007/s10664-020-09864-1","Sallam AbualhaijaChetan AroraMehrdad SabetzadehLionel C. BriandMichael Traynor","2020","http://link.springer.com/article/10.1007/s10664-020-09864-1","Article"
"Model-based testing of apps in real network scenarios","International Journal on Software Tools for Technology Transfer","","22","2","10.1007/s10009-019-00518-2","Laura PanizoAlmudena DíazBruno García","2020","http://link.springer.com/article/10.1007/s10009-019-00518-2","Article"
